8.040201005025125747e-02 9.221105527638191468e-01
9.547738693467336391e-02 9.497487437185929693e-01
1.017587939698492427e-01 9.510050251256281229e-01
9.924623115577889398e-02 9.334170854271356399e-01
8.417085427135678755e-02 9.434673366834170904e-01
9.798994974874371267e-02 9.459798994974873976e-01
1.042713567839195915e-01 9.283919597989950256e-01
1.030150753768844241e-01 9.497487437185929693e-01
9.547738693467336391e-02 9.409547738693467833e-01
9.170854271356783383e-02 9.422110552763819369e-01
1.067839195979899541e-01 9.296482412060301792e-01
1.118090452261306517e-01 9.497487437185929693e-01
9.924623115577889398e-02 9.334170854271356399e-01
9.296482412060301515e-02 9.484924623115578157e-01
9.170854271356783383e-02 9.309045226130653328e-01
9.045226130653266639e-02 9.409547738693467833e-01
9.673366834170854522e-02 9.472361809045226622e-01
9.547738693467336391e-02 9.296482412060301792e-01
1.017587939698492427e-01 9.334170854271356399e-01
9.547738693467336391e-02 9.296482412060301792e-01
9.673366834170854522e-02 9.422110552763819369e-01
8.417085427135678755e-02 9.409547738693467833e-01
9.673366834170854522e-02 9.321608040201004863e-01
8.542713567839195499e-02 9.070351758793969710e-01
1.130653266331658330e-01 9.409547738693467833e-01
1.080402010050251216e-01 9.535175879396985410e-01
9.798994974874371267e-02 9.359296482412060580e-01
9.547738693467336391e-02 9.258793969849246075e-01
9.798994974874371267e-02 9.334170854271356399e-01
1.118090452261306517e-01 9.371859296482412116e-01
1.017587939698492427e-01 9.497487437185929693e-01
9.422110552763819646e-02 9.183417085427135751e-01
9.924623115577889398e-02 9.195979899497487287e-01
8.793969849246231762e-02 9.459798994974873976e-01
1.030150753768844241e-01 9.522613065326632764e-01
9.045226130653266639e-02 9.359296482412060580e-01
9.924623115577889398e-02 9.296482412060301792e-01
1.092964824120603029e-01 9.497487437185929693e-01
1.118090452261306517e-01 9.309045226130653328e-01
1.042713567839195915e-01 9.484924623115578157e-01
1.030150753768844241e-01 9.510050251256281229e-01
9.170854271356783383e-02 9.572864321608040017e-01
9.170854271356783383e-02 9.434673366834170904e-01
8.919597989949748507e-02 9.309045226130653328e-01
1.130653266331658330e-01 9.271356783919597611e-01
9.422110552763819646e-02 9.522613065326632764e-01
9.924623115577889398e-02 9.158291457286432680e-01
9.673366834170854522e-02 9.434673366834170904e-01
1.067839195979899541e-01 9.422110552763819369e-01
1.130653266331658330e-01 9.409547738693467833e-01
1.080402010050251216e-01 9.497487437185929693e-01
8.668341708542713631e-02 9.246231155778894539e-01
9.296482412060301515e-02 9.447236180904522440e-01
9.798994974874371267e-02 9.434673366834170904e-01
8.793969849246231762e-02 9.484924623115578157e-01
1.017587939698492427e-01 9.258793969849246075e-01
1.005025125628140753e-01 9.472361809045226622e-01
9.673366834170854522e-02 9.434673366834170904e-01
9.673366834170854522e-02 9.484924623115578157e-01
9.547738693467336391e-02 9.296482412060301792e-01
1.042713567839195915e-01 9.321608040201004863e-01
9.798994974874371267e-02 9.371859296482412116e-01
1.092964824120603029e-01 9.510050251256281229e-01
1.005025125628140753e-01 9.422110552763819369e-01
9.422110552763819646e-02 9.246231155778894539e-01
1.080402010050251216e-01 9.321608040201004863e-01
1.067839195979899541e-01 9.396984924623115187e-01
1.105527638190954842e-01 9.334170854271356399e-01
1.042713567839195915e-01 9.434673366834170904e-01
8.668341708542713631e-02 9.371859296482412116e-01
9.296482412060301515e-02 9.472361809045226622e-01
9.170854271356783383e-02 9.384422110552763652e-01
9.673366834170854522e-02 9.447236180904522440e-01
9.296482412060301515e-02 9.459798994974873976e-01
9.547738693467336391e-02 9.547738693467336946e-01
9.422110552763819646e-02 9.434673366834170904e-01
1.030150753768844241e-01 9.547738693467336946e-01
7.914572864321607615e-02 9.246231155778894539e-01
1.067839195979899541e-01 9.585427135678391553e-01
9.422110552763819646e-02 9.560301507537688481e-01
1.005025125628140753e-01 9.384422110552763652e-01
1.193467336683417118e-01 9.459798994974873976e-01
1.017587939698492427e-01 9.484924623115578157e-01
1.005025125628140753e-01 9.484924623115578157e-01
1.080402010050251216e-01 9.585427135678391553e-01
1.055276381909547728e-01 9.459798994974873976e-01
1.105527638190954842e-01 9.447236180904522440e-01
9.547738693467336391e-02 9.434673366834170904e-01
9.170854271356783383e-02 9.170854271356784215e-01
9.798994974874371267e-02 9.359296482412060580e-01
1.017587939698492427e-01 9.384422110552763652e-01
9.547738693467336391e-02 9.497487437185929693e-01
9.798994974874371267e-02 9.572864321608040017e-01
9.798994974874371267e-02 9.396984924623115187e-01
1.080402010050251216e-01 9.396984924623115187e-01
1.105527638190954842e-01 9.359296482412060580e-01
9.924623115577889398e-02 9.396984924623115187e-01
9.547738693467336391e-02 9.535175879396985410e-01
1.080402010050251216e-01 9.409547738693467833e-01
9.798994974874371267e-02 9.195979899497487287e-01
