9.924623115577889398e-02 9.924623115577889398e-02 9.924623115577889398e-02 9.924623115577889398e-02 2.223618090452261220e-01 2.500000000000000000e-01 2.726130653266331527e-01 2.977386934673366681e-01 3.065326633165829096e-01 3.115577889447236348e-01 3.103015075376884258e-01 3.140703517587939975e-01 3.178391959798995137e-01 3.203517587939698763e-01 3.216080402010050299e-01 3.241206030150753925e-01 3.216080402010050299e-01 3.203517587939698763e-01 3.228643216080401834e-01 3.253768844221105461e-01 3.241206030150753925e-01 3.216080402010050299e-01 3.216080402010050299e-01 3.228643216080401834e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.253768844221105461e-01 3.266331658291457551e-01 3.278894472361809087e-01 3.291457286432160623e-01 3.278894472361809087e-01 3.266331658291457551e-01 3.278894472361809087e-01 3.278894472361809087e-01 3.266331658291457551e-01 3.266331658291457551e-01 3.266331658291457551e-01 3.266331658291457551e-01 3.266331658291457551e-01 3.266331658291457551e-01 3.253768844221105461e-01 3.228643216080401834e-01 3.216080402010050299e-01 3.216080402010050299e-01 3.216080402010050299e-01 3.203517587939698763e-01 3.203517587939698763e-01 3.203517587939698763e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.190954773869346672e-01 3.190954773869346672e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.178391959798995137e-01 3.190954773869346672e-01 3.190954773869346672e-01 3.203517587939698763e-01 3.203517587939698763e-01 3.203517587939698763e-01 3.216080402010050299e-01 3.216080402010050299e-01 3.216080402010050299e-01 3.216080402010050299e-01 3.228643216080401834e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.228643216080401834e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.241206030150753925e-01 3.253768844221105461e-01 3.253768844221105461e-01 3.253768844221105461e-01 3.253768844221105461e-01 3.253768844221105461e-01 3.253768844221105461e-01 3.253768844221105461e-01 3.253768844221105461e-01 3.253768844221105461e-01
9.045226130653266639e-02 9.045226130653266639e-02 9.045226130653266639e-02 9.170854271356783383e-02 1.771356783919597888e-01 2.575376884422110324e-01 3.216080402010050299e-01 3.932160804020100597e-01 3.969849246231155759e-01 4.057788944723618174e-01 4.108040201005024872e-01 4.195979899497487287e-01 4.384422110552763652e-01 4.447236180904522440e-01 4.434673366834170904e-01 4.484924623115578157e-01 4.535175879396984855e-01 4.585427135678392108e-01 4.610552763819095734e-01 4.635678391959798805e-01 4.648241206030150896e-01 4.685929648241206058e-01 4.698492462311557594e-01 4.736180904522613311e-01 4.786432160804020008e-01 4.824120603015075170e-01 4.849246231155778797e-01 4.861809045226130888e-01 4.861809045226130888e-01 4.861809045226130888e-01 4.836683417085427261e-01 4.836683417085427261e-01 4.849246231155778797e-01 4.861809045226130888e-01 4.836683417085427261e-01 4.849246231155778797e-01 4.836683417085427261e-01 4.811557788944723635e-01 4.824120603015075170e-01 4.849246231155778797e-01 4.874371859296482423e-01 4.861809045226130888e-01 4.836683417085427261e-01 4.861809045226130888e-01 4.861809045226130888e-01 4.912060301507537585e-01 4.861809045226130888e-01 4.874371859296482423e-01 4.874371859296482423e-01 4.861809045226130888e-01 4.861809045226130888e-01 4.861809045226130888e-01 4.874371859296482423e-01 4.899497487437186050e-01 4.886934673366833959e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.886934673366833959e-01 4.886934673366833959e-01 4.874371859296482423e-01 4.874371859296482423e-01 4.874371859296482423e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.886934673366833959e-01 4.874371859296482423e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.886934673366833959e-01 4.886934673366833959e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.912060301507537585e-01 4.886934673366833959e-01 4.874371859296482423e-01 4.874371859296482423e-01 4.861809045226130888e-01 4.874371859296482423e-01 4.874371859296482423e-01 4.861809045226130888e-01 4.861809045226130888e-01 4.861809045226130888e-01 4.874371859296482423e-01 4.874371859296482423e-01 4.874371859296482423e-01 4.899497487437186050e-01 4.899497487437186050e-01 4.886934673366833959e-01 5.452261306532663054e-01 5.489949748743718771e-01 5.489949748743718771e-01 5.477386934673367236e-01 5.477386934673367236e-01 5.464824120603014590e-01
1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 3.140703517587939975e-01 3.592964824120603029e-01 4.459798994974874531e-01 5.728643216080402389e-01 6.067839195979899403e-01 6.206030150753768515e-01 6.344221105527638738e-01 6.457286432160803669e-01 6.582914572864321245e-01 6.645728643216080034e-01 6.683417085427135751e-01 6.708542713567838822e-01 6.746231155778894539e-01 6.796482412060301792e-01 6.846733668341709045e-01 6.896984924623115187e-01 6.922110552763819369e-01 7.010050251256281229e-01 7.035175879396985410e-01 7.072864321608040017e-01 7.110552763819095734e-01 7.185929648241206058e-01 7.211055276381909129e-01 7.286432160804020564e-01 7.412060301507538140e-01 7.211055276381909129e-01 7.324120603015075170e-01 7.587939698492461860e-01 7.663316582914573294e-01 7.751256281407035154e-01 7.839195979899497013e-01 7.876884422110552730e-01 8.002512562814070307e-01 7.989949748743718771e-01 8.002512562814070307e-01 8.015075376884421843e-01 8.002512562814070307e-01 8.002512562814070307e-01 8.027638190954773378e-01 8.015075376884421843e-01 8.040201005025126024e-01 8.040201005025126024e-01 8.103015075376884813e-01 8.128140703517587884e-01 8.128140703517587884e-01 8.128140703517587884e-01 8.165829145728643601e-01 8.178391959798995137e-01 8.178391959798995137e-01 8.165829145728643601e-01 8.190954773869346672e-01 8.190954773869346672e-01 8.140703517587939420e-01 8.140703517587939420e-01 8.153266331658290955e-01 8.178391959798995137e-01 8.165829145728643601e-01 8.228643216080402389e-01 8.216080402010049744e-01 8.190954773869346672e-01 8.190954773869346672e-01 8.178391959798995137e-01 8.178391959798995137e-01 8.228643216080402389e-01 8.190954773869346672e-01 8.203517587939698208e-01 8.203517587939698208e-01 8.203517587939698208e-01 8.241206030150753925e-01 8.241206030150753925e-01 8.228643216080402389e-01 8.228643216080402389e-01 8.216080402010049744e-01 8.228643216080402389e-01 8.216080402010049744e-01 8.190954773869346672e-01 8.203517587939698208e-01 8.203517587939698208e-01 8.178391959798995137e-01 8.153266331658290955e-01 8.140703517587939420e-01 8.140703517587939420e-01 8.165829145728643601e-01 8.153266331658290955e-01 8.178391959798995137e-01 8.190954773869346672e-01 8.178391959798995137e-01 8.165829145728643601e-01 8.165829145728643601e-01 8.165829145728643601e-01 8.165829145728643601e-01 8.216080402010049744e-01 8.216080402010049744e-01 8.216080402010049744e-01 8.216080402010049744e-01 8.228643216080402389e-01
8.291457286432160623e-02 8.291457286432160623e-02 8.291457286432160623e-02 8.291457286432160623e-02 8.291457286432160623e-02 2.298994974874371822e-01 4.497487437185929693e-01 5.577889447236180631e-01 6.080402010050250938e-01 6.344221105527638738e-01 6.595477386934673891e-01 6.721105527638191468e-01 6.859296482412060580e-01 7.085427135678391553e-01 7.236180904522613311e-01 7.412060301507538140e-01 7.625628140703517577e-01 7.713567839195979436e-01 7.726130653266332082e-01 7.788944723618090871e-01 7.839195979899497013e-01 7.914572864321608447e-01 7.977386934673367236e-01 8.015075376884421843e-01 8.065326633165829096e-01 8.077889447236180631e-01 8.090452261306532167e-01 8.128140703517587884e-01 8.090452261306532167e-01 8.115577889447236348e-01 8.090452261306532167e-01 8.115577889447236348e-01 8.090452261306532167e-01 8.115577889447236348e-01 8.153266331658290955e-01 8.165829145728643601e-01 8.190954773869346672e-01 8.203517587939698208e-01 8.190954773869346672e-01 8.203517587939698208e-01 8.178391959798995137e-01 8.178391959798995137e-01 8.203517587939698208e-01 8.216080402010049744e-01 8.266331658291456996e-01 8.266331658291456996e-01 8.291457286432161178e-01 8.304020100502512713e-01 8.304020100502512713e-01 8.304020100502512713e-01 8.304020100502512713e-01 8.304020100502512713e-01 8.304020100502512713e-01 8.304020100502512713e-01 8.316582914572864249e-01 8.341708542713567320e-01 8.341708542713567320e-01 8.341708542713567320e-01 8.354271356783919966e-01 8.354271356783919966e-01 8.341708542713567320e-01 8.329145728643215785e-01 8.316582914572864249e-01 8.329145728643215785e-01 8.329145728643215785e-01 8.329145728643215785e-01 8.329145728643215785e-01 8.329145728643215785e-01 8.316582914572864249e-01 8.316582914572864249e-01 8.341708542713567320e-01 8.379396984924623037e-01 8.354271356783919966e-01 8.329145728643215785e-01 8.329145728643215785e-01 8.366834170854271502e-01 8.379396984924623037e-01 8.379396984924623037e-01 8.366834170854271502e-01 8.341708542713567320e-01 8.329145728643215785e-01 8.329145728643215785e-01 8.341708542713567320e-01 8.354271356783919966e-01 8.354271356783919966e-01 8.354271356783919966e-01 8.366834170854271502e-01 8.366834170854271502e-01 8.379396984924623037e-01 8.379396984924623037e-01 8.391959798994974573e-01 8.404522613065326109e-01 8.404522613065326109e-01 8.404522613065326109e-01 8.404522613065326109e-01 8.404522613065326109e-01 8.404522613065326109e-01 8.417085427135678755e-01 8.417085427135678755e-01 8.404522613065326109e-01
9.673366834170854522e-02 9.673366834170854522e-02 9.673366834170854522e-02 9.673366834170854522e-02 1.243718592964824093e-01 4.070351758793969710e-01 5.653266331658290955e-01 6.030150753768843686e-01 6.557788944723618174e-01 7.022613065326632764e-01 7.223618090452261775e-01 7.437185929648241212e-01 7.650753768844220648e-01 7.726130653266332082e-01 7.826633165829145478e-01 7.927135678391959983e-01 7.989949748743718771e-01 8.052763819095477560e-01 8.140703517587939420e-01 8.228643216080402389e-01 8.341708542713567320e-01 8.442211055276381826e-01 8.492462311557789079e-01 8.605527638190955120e-01 8.680904522613065444e-01 8.781407035175879949e-01 8.844221105527638738e-01 8.869346733668341809e-01 8.944723618090452133e-01 8.982412060301507850e-01 8.982412060301507850e-01 8.994974874371859386e-01 9.032663316582915103e-01 9.057788944723618174e-01 9.082914572864321245e-01 9.095477386934673891e-01 9.095477386934673891e-01 9.095477386934673891e-01 9.095477386934673891e-01 9.108040201005025427e-01 9.120603015075376963e-01 9.133165829145728498e-01 9.145728643216080034e-01 9.145728643216080034e-01 9.133165829145728498e-01 9.145728643216080034e-01 9.158291457286432680e-01 9.170854271356784215e-01 9.183417085427135751e-01 9.183417085427135751e-01 9.183417085427135751e-01 9.183417085427135751e-01 9.183417085427135751e-01 9.195979899497487287e-01 9.170854271356784215e-01 9.183417085427135751e-01 9.183417085427135751e-01 9.183417085427135751e-01 9.183417085427135751e-01 9.195979899497487287e-01 9.195979899497487287e-01 9.195979899497487287e-01 9.183417085427135751e-01 9.221105527638191468e-01 9.246231155778894539e-01 9.246231155778894539e-01 9.246231155778894539e-01 9.246231155778894539e-01 9.233668341708543004e-01 9.246231155778894539e-01 9.233668341708543004e-01 9.233668341708543004e-01 9.221105527638191468e-01 9.233668341708543004e-01 9.233668341708543004e-01 9.233668341708543004e-01 9.233668341708543004e-01 9.233668341708543004e-01 9.246231155778894539e-01 9.258793969849246075e-01 9.271356783919597611e-01 9.271356783919597611e-01 9.283919597989950256e-01 9.283919597989950256e-01 9.283919597989950256e-01 9.283919597989950256e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01 9.296482412060301792e-01
1.105527638190954842e-01 1.105527638190954842e-01 1.105527638190954842e-01 2.097989949748743643e-01 2.110552763819095456e-01 2.839195979899497568e-01 4.711055276381909684e-01 6.231155778894472697e-01 7.047738693467336946e-01 7.399497487437185494e-01 7.977386934673367236e-01 8.316582914572864249e-01 8.567839195979899403e-01 8.756281407035175768e-01 8.907035175879397526e-01 9.032663316582915103e-01 9.120603015075376963e-01 9.170854271356784215e-01 9.170854271356784215e-01 9.271356783919597611e-01 9.309045226130653328e-01 9.321608040201004863e-01 9.321608040201004863e-01 9.346733668341709045e-01 9.384422110552763652e-01 9.359296482412060580e-01 9.346733668341709045e-01 9.346733668341709045e-01 9.359296482412060580e-01 9.346733668341709045e-01 9.359296482412060580e-01 9.359296482412060580e-01 9.359296482412060580e-01 9.359296482412060580e-01 9.346733668341709045e-01 9.359296482412060580e-01 9.384422110552763652e-01 9.371859296482412116e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.396984924623115187e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.371859296482412116e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.396984924623115187e-01 9.409547738693467833e-01 9.434673366834170904e-01 9.447236180904522440e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.447236180904522440e-01 9.447236180904522440e-01 9.459798994974873976e-01 9.434673366834170904e-01 9.422110552763819369e-01 9.434673366834170904e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.484924623115578157e-01 9.510050251256281229e-01 9.497487437185929693e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.484924623115578157e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01
9.170854271356783383e-02 9.170854271356783383e-02 1.896984924623115465e-01 1.934673366834170904e-01 1.997487437185929693e-01 3.668341708542713353e-01 4.560301507537688481e-01 6.218592964824120051e-01 7.211055276381909129e-01 7.663316582914573294e-01 7.839195979899497013e-01 8.015075376884421843e-01 8.203517587939698208e-01 8.278894472361808532e-01 8.404522613065326109e-01 8.643216080402009727e-01 8.693467336683416979e-01 8.718592964824120051e-01 8.781407035175879949e-01 8.856783919597990273e-01 8.869346733668341809e-01 8.907035175879397526e-01 8.969849246231156314e-01 8.994974874371859386e-01 9.007537688442210921e-01 9.007537688442210921e-01 9.032663316582915103e-01 9.032663316582915103e-01 9.120603015075376963e-01 9.133165829145728498e-01 9.170854271356784215e-01 9.208542713567838822e-01 9.208542713567838822e-01 9.221105527638191468e-01 9.221105527638191468e-01 9.233668341708543004e-01 9.258793969849246075e-01 9.258793969849246075e-01 9.283919597989950256e-01 9.309045226130653328e-01 9.258793969849246075e-01 9.271356783919597611e-01 9.296482412060301792e-01 9.321608040201004863e-01 9.321608040201004863e-01 9.346733668341709045e-01 9.371859296482412116e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.396984924623115187e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.396984924623115187e-01 9.409547738693467833e-01 9.422110552763819369e-01 9.422110552763819369e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.447236180904522440e-01 9.447236180904522440e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.497487437185929693e-01 9.497487437185929693e-01 9.497487437185929693e-01 9.497487437185929693e-01 9.497487437185929693e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.497487437185929693e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.497487437185929693e-01 9.497487437185929693e-01 9.497487437185929693e-01 9.497487437185929693e-01 9.497487437185929693e-01 9.497487437185929693e-01
1.105527638190954842e-01 1.105527638190954842e-01 1.105527638190954842e-01 1.105527638190954842e-01 3.706030150753769070e-01 5.201005025125627901e-01 6.306532663316583021e-01 7.022613065326632764e-01 7.587939698492461860e-01 8.065326633165829096e-01 8.379396984924623037e-01 8.605527638190955120e-01 8.756281407035175768e-01 8.982412060301507850e-01 9.032663316582915103e-01 9.145728643216080034e-01 9.183417085427135751e-01 9.133165829145728498e-01 9.133165829145728498e-01 9.158291457286432680e-01 9.183417085427135751e-01 9.170854271356784215e-01 9.208542713567838822e-01 9.221105527638191468e-01 9.233668341708543004e-01 9.258793969849246075e-01 9.258793969849246075e-01 9.283919597989950256e-01 9.296482412060301792e-01 9.334170854271356399e-01 9.359296482412060580e-01 9.371859296482412116e-01 9.384422110552763652e-01 9.396984924623115187e-01 9.396984924623115187e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.396984924623115187e-01 9.396984924623115187e-01 9.422110552763819369e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.447236180904522440e-01 9.447236180904522440e-01 9.459798994974873976e-01 9.472361809045226622e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.497487437185929693e-01 9.497487437185929693e-01 9.510050251256281229e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.535175879396985410e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.535175879396985410e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01
1.796482412060301515e-01 1.042713567839195915e-01 1.218592964824120606e-01 1.821608040201005141e-01 1.922110552763819091e-01 3.391959798994975128e-01 4.773869346733668473e-01 6.369346733668341809e-01 7.148241206030150341e-01 7.914572864321608447e-01 8.316582914572864249e-01 8.605527638190955120e-01 8.881909547738693345e-01 8.957286432160803669e-01 9.045226130653266639e-01 9.095477386934673891e-01 9.158291457286432680e-01 9.195979899497487287e-01 9.233668341708543004e-01 9.271356783919597611e-01 9.283919597989950256e-01 9.283919597989950256e-01 9.346733668341709045e-01 9.359296482412060580e-01 9.371859296482412116e-01 9.384422110552763652e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.434673366834170904e-01 9.447236180904522440e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.472361809045226622e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.497487437185929693e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.535175879396985410e-01 9.547738693467336946e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.522613065326632764e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.522613065326632764e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01
8.165829145728643879e-02 8.165829145728643879e-02 8.165829145728643879e-02 1.180904522613065305e-01 2.386934673366834236e-01 3.869346733668341809e-01 5.263819095477386689e-01 6.394472361809044880e-01 7.022613065326632764e-01 7.625628140703517577e-01 7.989949748743718771e-01 8.266331658291456996e-01 8.492462311557789079e-01 8.618090452261306655e-01 8.768844221105527303e-01 8.881909547738693345e-01 8.957286432160803669e-01 9.007537688442210921e-01 9.045226130653266639e-01 9.108040201005025427e-01 9.120603015075376963e-01 9.170854271356784215e-01 9.195979899497487287e-01 9.233668341708543004e-01 9.246231155778894539e-01 9.283919597989950256e-01 9.296482412060301792e-01 9.283919597989950256e-01 9.309045226130653328e-01 9.334170854271356399e-01 9.396984924623115187e-01 9.409547738693467833e-01 9.422110552763819369e-01 9.434673366834170904e-01 9.447236180904522440e-01 9.447236180904522440e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.497487437185929693e-01 9.510050251256281229e-01 9.497487437185929693e-01 9.497487437185929693e-01 9.510050251256281229e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.522613065326632764e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.547738693467336946e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.572864321608040017e-01 9.585427135678391553e-01 9.585427135678391553e-01 9.585427135678391553e-01 9.585427135678391553e-01 9.585427135678391553e-01 9.585427135678391553e-01 9.585427135678391553e-01 9.585427135678391553e-01
