1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.608040201005025149e-01 2.776381909547738780e-01 4.811557788944723635e-01 6.407035175879397526e-01 7.110552763819095734e-01 7.600502512562814506e-01 8.040201005025126024e-01 8.366834170854271502e-01 8.530150753768843686e-01 8.706030150753768515e-01 8.869346733668341809e-01 8.957286432160803669e-01 9.007537688442210921e-01 9.057788944723618174e-01 9.095477386934673891e-01 9.158291457286432680e-01 9.170854271356784215e-01 9.233668341708543004e-01 9.296482412060301792e-01 9.309045226130653328e-01 9.371859296482412116e-01 9.396984924623115187e-01 9.396984924623115187e-01 9.409547738693467833e-01 9.422110552763819369e-01 9.447236180904522440e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.447236180904522440e-01 9.447236180904522440e-01 9.447236180904522440e-01 9.447236180904522440e-01 9.447236180904522440e-01 9.447236180904522440e-01 9.447236180904522440e-01 9.472361809045226622e-01 9.497487437185929693e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.497487437185929693e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.484924623115578157e-01
8.793969849246231762e-02 8.793969849246231762e-02 8.793969849246231762e-02 1.331658291457286369e-01 2.814070351758793942e-01 3.806532663316583021e-01 4.459798994974874531e-01 5.477386934673367236e-01 6.369346733668341809e-01 6.821608040201004863e-01 7.135678391959798805e-01 7.211055276381909129e-01 7.462311557788944283e-01 7.763819095477386689e-01 8.040201005025126024e-01 8.228643216080402389e-01 8.530150753768843686e-01 8.618090452261306655e-01 8.768844221105527303e-01 8.831658291457286092e-01 8.881909547738693345e-01 8.944723618090452133e-01 8.969849246231156314e-01 8.944723618090452133e-01 8.969849246231156314e-01 8.982412060301507850e-01 9.007537688442210921e-01 9.007537688442210921e-01 9.057788944723618174e-01 9.070351758793969710e-01 9.082914572864321245e-01 9.082914572864321245e-01 9.082914572864321245e-01 9.120603015075376963e-01 9.158291457286432680e-01 9.170854271356784215e-01 9.233668341708543004e-01 9.233668341708543004e-01 9.246231155778894539e-01 9.246231155778894539e-01 9.258793969849246075e-01 9.271356783919597611e-01 9.271356783919597611e-01 9.283919597989950256e-01 9.283919597989950256e-01 9.283919597989950256e-01 9.283919597989950256e-01 9.309045226130653328e-01 9.296482412060301792e-01 9.309045226130653328e-01
8.919597989949748507e-02 8.919597989949748507e-02 8.919597989949748507e-02 1.118090452261306517e-01 3.869346733668341809e-01 4.635678391959798805e-01 5.590452261306532167e-01 6.733668341708543004e-01 7.298994974874372099e-01 7.726130653266332082e-01 8.153266331658290955e-01 8.442211055276381826e-01 8.580402010050250938e-01 8.718592964824120051e-01 8.869346733668341809e-01 8.919597989949749062e-01 8.944723618090452133e-01 8.969849246231156314e-01 9.045226130653266639e-01 9.082914572864321245e-01 9.158291457286432680e-01 9.158291457286432680e-01 9.170854271356784215e-01 9.221105527638191468e-01 9.221105527638191468e-01 9.258793969849246075e-01 9.258793969849246075e-01 9.258793969849246075e-01 9.309045226130653328e-01 9.309045226130653328e-01 9.309045226130653328e-01 9.334170854271356399e-01 9.371859296482412116e-01 9.371859296482412116e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.409547738693467833e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.422110552763819369e-01 9.422110552763819369e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.447236180904522440e-01 9.472361809045226622e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.472361809045226622e-01
1.017587939698492427e-01 1.017587939698492427e-01 1.017587939698492427e-01 1.017587939698492427e-01 2.097989949748743643e-01 3.115577889447236348e-01 4.271356783919598166e-01 4.472361809045226066e-01 5.640703517587939420e-01 6.520100502512562457e-01 7.160804020100502987e-01 7.650753768844220648e-01 8.052763819095477560e-01 8.404522613065326109e-01 8.680904522613065444e-01 8.819095477386934556e-01 8.944723618090452133e-01 9.057788944723618174e-01 9.158291457286432680e-01 9.183417085427135751e-01 9.170854271356784215e-01 9.221105527638191468e-01 9.246231155778894539e-01 9.258793969849246075e-01 9.283919597989950256e-01 9.296482412060301792e-01 9.309045226130653328e-01 9.321608040201004863e-01 9.321608040201004863e-01 9.321608040201004863e-01 9.321608040201004863e-01 9.334170854271356399e-01 9.346733668341709045e-01 9.359296482412060580e-01 9.359296482412060580e-01 9.371859296482412116e-01 9.371859296482412116e-01 9.371859296482412116e-01 9.371859296482412116e-01 9.371859296482412116e-01 9.371859296482412116e-01 9.371859296482412116e-01 9.371859296482412116e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.396984924623115187e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.434673366834170904e-01
1.080402010050251216e-01 1.243718592964824093e-01 1.017587939698492427e-01 1.532663316582914548e-01 3.103015075376884258e-01 5.025125628140703071e-01 6.444723618090452133e-01 7.211055276381909129e-01 7.801507537688442406e-01 8.140703517587939420e-01 8.442211055276381826e-01 8.668341708542713908e-01 8.856783919597990273e-01 8.957286432160803669e-01 9.133165829145728498e-01 9.170854271356784215e-01 9.221105527638191468e-01 9.309045226130653328e-01 9.309045226130653328e-01 9.346733668341709045e-01 9.359296482412060580e-01 9.371859296482412116e-01 9.396984924623115187e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.422110552763819369e-01 9.296482412060301792e-01 9.309045226130653328e-01 9.321608040201004863e-01 9.321608040201004863e-01 9.334170854271356399e-01 9.334170854271356399e-01 9.346733668341709045e-01 9.359296482412060580e-01 9.359296482412060580e-01 9.359296482412060580e-01 9.459798994974873976e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.459798994974873976e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.459798994974873976e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.459798994974873976e-01 9.459798994974873976e-01
1.092964824120603029e-01 1.092964824120603029e-01 1.092964824120603029e-01 1.092964824120603029e-01 1.243718592964824093e-01 2.939698492462311519e-01 6.733668341708543004e-01 7.625628140703517577e-01 7.876884422110552730e-01 8.015075376884421843e-01 8.329145728643215785e-01 8.542713567839196331e-01 8.756281407035175768e-01 8.919597989949749062e-01 8.994974874371859386e-01 9.045226130653266639e-01 9.133165829145728498e-01 9.221105527638191468e-01 9.195979899497487287e-01 9.208542713567838822e-01 9.271356783919597611e-01 9.321608040201004863e-01 9.334170854271356399e-01 9.346733668341709045e-01 9.346733668341709045e-01 9.384422110552763652e-01 9.384422110552763652e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.459798994974873976e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.484924623115578157e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.522613065326632764e-01 9.522613065326632764e-01
9.170854271356783383e-02 9.170854271356783383e-02 9.170854271356783383e-02 9.170854271356783383e-02 1.834170854271356677e-01 2.839195979899497568e-01 5.904522613065326109e-01 7.437185929648241212e-01 8.241206030150753925e-01 8.505025125628140614e-01 8.718592964824120051e-01 8.881909547738693345e-01 8.982412060301507850e-01 9.120603015075376963e-01 9.183417085427135751e-01 9.221105527638191468e-01 9.208542713567838822e-01 9.246231155778894539e-01 9.296482412060301792e-01 9.321608040201004863e-01 9.321608040201004863e-01 9.334170854271356399e-01 9.321608040201004863e-01 9.346733668341709045e-01 9.334170854271356399e-01 9.359296482412060580e-01 9.359296482412060580e-01 9.396984924623115187e-01 9.396984924623115187e-01 9.396984924623115187e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.434673366834170904e-01 9.447236180904522440e-01 9.459798994974873976e-01 9.459798994974873976e-01 9.472361809045226622e-01 9.497487437185929693e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.510050251256281229e-01 9.522613065326632764e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01
9.422110552763819646e-02 1.859296482412060303e-01 1.670854271356783938e-01 3.266331658291457551e-01 3.768844221105527859e-01 5.075376884422110324e-01 6.231155778894472697e-01 6.809045226130653328e-01 7.047738693467336946e-01 7.123115577889447270e-01 7.462311557788944283e-01 7.776381909547738225e-01 8.304020100502512713e-01 8.492462311557789079e-01 8.643216080402009727e-01 8.731155778894472697e-01 8.932160804020100597e-01 9.057788944723618174e-01 9.170854271356784215e-01 9.221105527638191468e-01 9.283919597989950256e-01 9.334170854271356399e-01 9.359296482412060580e-01 9.346733668341709045e-01 9.384422110552763652e-01 9.434673366834170904e-01 9.472361809045226622e-01 9.497487437185929693e-01 9.510050251256281229e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.560301507537688481e-01 9.560301507537688481e-01 9.572864321608040017e-01 9.560301507537688481e-01 9.585427135678391553e-01 9.585427135678391553e-01 9.585427135678391553e-01 9.597989949748744198e-01 9.610552763819095734e-01 9.610552763819095734e-01 9.610552763819095734e-01 9.623115577889447270e-01 9.610552763819095734e-01 9.610552763819095734e-01 9.610552763819095734e-01 9.610552763819095734e-01 9.610552763819095734e-01 9.623115577889447270e-01
1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01 1.042713567839195915e-01
1.080402010050251216e-01 1.080402010050251216e-01 1.080402010050251216e-01 1.708542713567839100e-01 3.203517587939698763e-01 4.899497487437186050e-01 6.369346733668341809e-01 6.834170854271356399e-01 7.173366834170854522e-01 7.663316582914573294e-01 8.077889447236180631e-01 8.530150753768843686e-01 8.793969849246231485e-01 8.919597989949749062e-01 9.045226130653266639e-01 9.170854271356784215e-01 9.108040201005025427e-01 9.133165829145728498e-01 9.183417085427135751e-01 9.208542713567838822e-01 9.246231155778894539e-01 9.271356783919597611e-01 9.321608040201004863e-01 9.334170854271356399e-01 9.334170854271356399e-01 9.384422110552763652e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.422110552763819369e-01 9.422110552763819369e-01 9.422110552763819369e-01 9.409547738693467833e-01 9.409547738693467833e-01 9.422110552763819369e-01 9.434673366834170904e-01 9.447236180904522440e-01 9.472361809045226622e-01 9.472361809045226622e-01 9.484924623115578157e-01 9.484924623115578157e-01 9.497487437185929693e-01 9.510050251256281229e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.522613065326632764e-01 9.535175879396985410e-01 9.535175879396985410e-01 9.547738693467336946e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
